ID,Name,Vertices,Faces,Model
J89,Hebesphenomegacorona,14,21,:x3d-model:`_static/x3d/hebesphenomegacorona.x3d`
J90,Disphenocingulum,16,24,:x3d-model:`_static/x3d/disphenocingulum.x3d`
J91,Bilunabirotunda,14,14,:x3d-model:`_static/x3d/bilunabirotunda.x3d`
J92,Triangular Hebesphenorotunda,18,20,:x3d-model:`_static/x3d/triangular_hebesphenorotunda.x3d`
